# TOPGO SOLAR 光伏储能地图站 - 全量数据精简版
# 站点: https://solar.miyucaicai.cn
# 更新: 2026-09-03 08:44:55
# 项目数: 994 | 招标数: 200 | 中标数: 80
# 数据采用 CC-BY 4.0，引用请标注来源

============================================================
一、统计概览
============================================================
项目总数: 994
光伏项目: 609 个，50.4 GW
储能项目: 98 个，20350 MWh
招标公告: 200 条，838.48亿元
中标公告: 80 条

============================================================
二、省份分布（按光伏+储能总数排序）
============================================================
山东: 光伏 55 个 (3650 MW), 储能 6 个 (1450 MWh)
广东: 光伏 58 个 (5340 MW), 储能 0 个 (0 MWh)
江苏: 光伏 52 个 (3270 MW), 储能 5 个 (1200 MWh)
浙江: 光伏 48 个 (3640 MW), 储能 8 个 (1650 MWh)
河北: 光伏 45 个 (3880 MW), 储能 7 个 (900 MWh)
河南: 光伏 42 个 (3460 MW), 储能 7 个 (1150 MWh)
山西: 光伏 38 个 (3690 MW), 储能 7 个 (1050 MWh)
安徽: 光伏 35 个 (2550 MW), 储能 8 个 (2250 MWh)
湖北: 光伏 33 个 (3030 MW), 储能 6 个 (1200 MWh)
四川: 光伏 38 个 (3050 MW), 储能 0 个 (0 MWh)
内蒙古: 光伏 32 个 (2590 MW), 储能 5 个 (800 MWh)
福建: 光伏 30 个 (2210 MW), 储能 6 个 (1250 MWh)
江西: 光伏 28 个 (1850 MW), 储能 8 个 (1400 MWh)
湖南: 光伏 30 个 (2080 MW), 储能 6 个 (1250 MWh)
辽宁: 光伏 28 个 (2070 MW), 储能 5 个 (600 MWh)
黑龙江: 光伏 25 个 (1780 MW), 储能 8 个 (2400 MWh)
陕西: 光伏 30 个 (2720 MW), 储能 0 个 (0 MWh)
吉林: 光伏 22 个 (1430 MW), 储能 6 个 (1800 MWh)
广西: 光伏 25 个 (2290 MW), 储能 0 个 (0 MWh)
甘肃: 光伏 25 个 (2030 MW), 储能 0 个 (0 MWh)
贵州: 光伏 22 个 (1870 MW), 储能 0 个 (0 MWh)
新疆: 光伏 22 个 (2200 MW), 储能 0 个 (0 MWh)
云南: 光伏 20 个 (1990 MW), 储能 0 个 (0 MWh)
上海: 光伏 20 个 (1480 MW), 储能 0 个 (0 MWh)
北京: 光伏 18 个 (2020 MW), 储能 0 个 (0 MWh)
重庆: 光伏 18 个 (1570 MW), 储能 0 个 (0 MWh)
海南: 光伏 15 个 (1090 MW), 储能 0 个 (0 MWh)
青海: 光伏 15 个 (1070 MW), 储能 0 个 (0 MWh)
天津: 光伏 15 个 (1720 MW), 储能 0 个 (0 MWh)
宁夏: 光伏 12 个 (600 MW), 储能 0 个 (0 MWh)

============================================================
三、光伏储能项目全量列表
============================================================
# 字段格式: [类型] 项目名 | 省份 | 装机 | 投资方 | 状态 | 投运 | 来源

[光储一体] 河北太阳能电站 | 河北石家庄市 | 30MW/10.8MWh | 华能集团 | 在建 | 投运:2026-05 | 来源:国家能源局
[分布式光伏] 河北太阳能能源基地 | 河北石家庄市 | 10MW | 隆基绿能 | 在建 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 河北光伏电站 | 河北石家庄市 | 10MW | 阳光电源 | 规划中 | 投运:2026-02 | 来源:北极星光伏网
[集中式光伏] 河北新能源电站 | 河北石家庄市 | 100MW | 国家能源集团 | 已建成 | 投运:2026-11 | 来源:北极星光伏网
[光储一体] 河北光伏能源基地 | 河北石家庄市 | 50MW/8.8MWh | 大唐集团 | 在建 | 投运:2026-06 | 来源:北极星光伏网
[分布式光伏] 河北光伏电站 | 河北石家庄市 | 100MW | 中广核集团 | 规划中 | 投运:2026-04 | 来源:北极星光伏网
[分布式光伏] 河北太阳能发电项目 | 河北石家庄市 | 30MW | 华润电力 | 规划中 | 投运:2026-11 | 来源:北极星光伏网
[分布式光伏] 河北光伏电站 | 河北石家庄市 | 20MW | 国家电投集团 | 规划中 | 投运:2026-03 | 来源:国家能源局
[光储一体] 河北新能源发电项目 | 河北石家庄市 | 100MW/20.1MWh | 隆基绿能 | 规划中 | 投运:2026-12 | 来源:北极星光伏网
[分布式光伏] 河北光伏电站 | 河北石家庄市 | 100MW | 天合光能 | 在建 | 投运:2026-07 | 来源:国家能源局
[分布式光伏] 河北新能源电站 | 河北石家庄市 | 150MW | 晶科能源 | 在建 | 投运:2026-03 | 来源:北极星光伏网
[集中式光伏] 河北光伏发电项目 | 河北石家庄市 | 150MW | 晶科能源 | 已建成 | 投运:2026-01 | 来源:国家能源局
[集中式光伏] 河北光伏电站 | 河北石家庄市 | 100MW | 通威集团 | 规划中 | 投运:2026-09 | 来源:国家能源局
[光储一体] 河北太阳能发电项目 | 河北石家庄市 | 150MW/48.4MWh | 华润电力 | 在建 | 投运:2026-08 | 来源:国家能源局
[分布式光伏] 河北太阳能发电项目 | 河北石家庄市 | 100MW | 华能集团 | 规划中 | 投运:2026-05 | 来源:北极星光伏网
[分布式光伏] 河北新能源能源基地 | 河北石家庄市 | 20MW | 华润电力 | 已建成 | 投运:2026-10 | 来源:北极星光伏网
[集中式光伏] 河北光伏电站 | 河北石家庄市 | 10MW | 中国电建 | 在建 | 投运:2026-07 | 来源:国家能源局
[分布式光伏] 河北新能源能源基地 | 河北石家庄市 | 10MW | 隆基绿能 | 已建成 | 投运:2026-07 | 来源:北极星光伏网
[集中式光伏] 河北太阳能能源基地 | 河北石家庄市 | 150MW | 中广核集团 | 在建 | 投运:2026-02 | 来源:国家能源局
[分布式光伏] 河北光伏发电项目 | 河北石家庄市 | 200MW | 华能集团 | 在建 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 河北太阳能电站 | 河北石家庄市 | 20MW | 通威集团 | 规划中 | 投运:2026-06 | 来源:北极星光伏网
[分布式光伏] 河北太阳能电站 | 河北石家庄市 | 150MW | 华能集团 | 规划中 | 投运:2026-05 | 来源:北极星光伏网
[光储一体] 河北光伏发电项目 | 河北石家庄市 | 150MW/35.9MWh | 中国电建 | 在建 | 投运:2026-04 | 来源:北极星光伏网
[集中式光伏] 河北光伏发电项目 | 河北石家庄市 | 200MW | 中广核集团 | 规划中 | 投运:2026-07 | 来源:国家能源局
[分布式光伏] 河北光伏发电项目 | 河北石家庄市 | 100MW | 天合光能 | 规划中 | 投运:2026-06 | 来源:北极星光伏网
[集中式光伏] 山西新能源能源基地 | 山西太原市 | 50MW | 天合光能 | 在建 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 200MW | 晶科能源 | 已建成 | 投运:2026-01 | 来源:国家能源局
[分布式光伏] 山西新能源发电项目 | 山西太原市 | 150MW | 中广核集团 | 在建 | 投运:2026-08 | 来源:北极星光伏网
[集中式光伏] 山西太阳能能源基地 | 山西太原市 | 100MW | 国家能源集团 | 在建 | 投运:2026-11 | 来源:国家能源局
[集中式光伏] 山西太阳能发电项目 | 山西太原市 | 30MW | 中广核集团 | 规划中 | 投运:2026-12 | 来源:北极星光伏网
[光储一体] 山西光伏能源基地 | 山西太原市 | 50MW/9.2MWh | 晶科能源 | 在建 | 投运:2026-11 | 来源:北极星光伏网
[光储一体] 山西太阳能能源基地 | 山西太原市 | 50MW/13.3MWh | 华润电力 | 已建成 | 投运:2026-05 | 来源:国家能源局
[集中式光伏] 山西新能源电站 | 山西太原市 | 10MW | 华润电力 | 已建成 | 投运:2026-06 | 来源:北极星光伏网
[光储一体] 山西太阳能电站 | 山西太原市 | 50MW/10.0MWh | 中广核集团 | 规划中 | 投运:2026-06 | 来源:北极星光伏网
[集中式光伏] 山西光伏能源基地 | 山西太原市 | 150MW | 隆基绿能 | 已建成 | 投运:2026-07 | 来源:国家能源局
[光储一体] 山西新能源发电项目 | 山西太原市 | 100MW/16.3MWh | 大唐集团 | 在建 | 投运:2026-08 | 来源:国家能源局
[光储一体] 山西太阳能电站 | 山西太原市 | 50MW/10.1MWh | 协鑫集团 | 已建成 | 投运:2026-02 | 来源:国家能源局
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 100MW | 三峡集团 | 已建成 | 投运:2026-12 | 来源:国家能源局
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 20MW | 华电集团 | 已建成 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 山西新能源能源基地 | 山西太原市 | 150MW | 阳光电源 | 已建成 | 投运:2026-08 | 来源:国家能源局
[集中式光伏] 山西光伏能源基地 | 山西太原市 | 200MW | 国家能源集团 | 在建 | 投运:2026-03 | 来源:国家能源局
[光储一体] 山西太阳能发电项目 | 山西太原市 | 20MW/4.6MWh | 大唐集团 | 规划中 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 200MW | 国家电投集团 | 规划中 | 投运:2026-12 | 来源:国家能源局
[分布式光伏] 山西太阳能电站 | 山西太原市 | 150MW | 天合光能 | 规划中 | 投运:2026-12 | 来源:国家能源局
[集中式光伏] 山西新能源能源基地 | 山西太原市 | 20MW | 中广核集团 | 已建成 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 山西光伏电站 | 山西太原市 | 200MW | 华电集团 | 已建成 | 投运:2026-01 | 来源:国家能源局
[光储一体] 山西新能源能源基地 | 山西太原市 | 50MW/12.1MWh | 华能集团 | 在建 | 投运:2026-08 | 来源:国家能源局
[分布式光伏] 山西新能源电站 | 山西太原市 | 150MW | 国家电投集团 | 规划中 | 投运:2026-04 | 来源:北极星光伏网
[光储一体] 山西光伏电站 | 山西太原市 | 30MW/10.7MWh | 阳光电源 | 在建 | 投运:2026-03 | 来源:国家能源局
[集中式光伏] 山西太阳能发电项目 | 山西太原市 | 50MW | 晶科能源 | 规划中 | 投运:2026-07 | 来源:国家能源局
[分布式光伏] 山西光伏电站 | 山西太原市 | 200MW | 华能集团 | 在建 | 投运:2026-05 | 来源:国家能源局
[分布式光伏] 山西太阳能发电项目 | 山西太原市 | 50MW | 天合光能 | 在建 | 投运:2026-06 | 来源:北极星光伏网
[分布式光伏] 山西新能源电站 | 山西太原市 | 150MW | 阳光电源 | 规划中 | 投运:2026-07 | 来源:国家能源局
[集中式光伏] 山西太阳能电站 | 山西太原市 | 10MW | 国家电投集团 | 在建 | 投运:2026-10 | 来源:北极星光伏网
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 200MW | 阳光电源 | 规划中 | 投运:2026-02 | 来源:北极星光伏网
[光储一体] 山西光伏能源基地 | 山西太原市 | 150MW/41.7MWh | 天合光能 | 规划中 | 投运:2026-12 | 来源:北极星光伏网
[分布式光伏] 山西光伏能源基地 | 山西太原市 | 10MW | 华电集团 | 规划中 | 投运:2026-10 | 来源:北极星光伏网
[分布式光伏] 山西新能源发电项目 | 山西太原市 | 150MW | 华电集团 | 在建 | 投运:2026-12 | 来源:国家能源局
[光储一体] 山西新能源能源基地 | 山西太原市 | 20MW/5.8MWh | 协鑫集团 | 规划中 | 投运:2026-02 | 来源:北极星光伏网
[分布式光伏] 山西光伏能源基地 | 山西太原市 | 200MW | 华润电力 | 在建 | 投运:2026-10 | 来源:国家能源局
[分布式光伏] 山西太阳能能源基地 | 山西太原市 | 20MW | 国家能源集团 | 在建 | 投运:2026-10 | 来源:国家能源局
[集中式光伏] 山西光伏电站 | 山西太原市 | 50MW | 华润电力 | 已建成 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 山西新能源发电项目 | 山西太原市 | 150MW | 华电集团 | 规划中 | 投运:2026-07 | 来源:北极星光伏网
[分布式光伏] 内蒙新能源电站 | 内蒙古呼和浩特市 | 100MW | 国家电投集团 | 规划中 | 投运:2026-01 | 来源:国家能源局
[分布式光伏] 内蒙光伏电站 | 内蒙古呼和浩特市 | 50MW | 通威集团 | 规划中 | 投运:2026-07 | 来源:北极星光伏网
[集中式光伏] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 150MW | 华润电力 | 在建 | 投运:2026-11 | 来源:北极星光伏网
[光储一体] 内蒙新能源电站 | 内蒙古呼和浩特市 | 50MW/12.8MWh | 协鑫集团 | 规划中 | 投运:2026-12 | 来源:国家能源局
[分布式光伏] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 10MW | 晶科能源 | 规划中 | 投运:2026-03 | 来源:国家能源局
[光储一体] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 50MW/11.8MWh | 中国电建 | 在建 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 内蒙太阳能发电项目 | 内蒙古呼和浩特市 | 10MW | 通威集团 | 规划中 | 投运:2026-03 | 来源:国家能源局
[集中式光伏] 内蒙新能源电站 | 内蒙古呼和浩特市 | 20MW | 三峡集团 | 规划中 | 投运:2026-12 | 来源:国家能源局
[集中式光伏] 内蒙太阳能发电项目 | 内蒙古呼和浩特市 | 20MW | 通威集团 | 规划中 | 投运:2026-07 | 来源:北极星光伏网
[光储一体] 内蒙光伏能源基地 | 内蒙古呼和浩特市 | 10MW/2.5MWh | 协鑫集团 | 已建成 | 投运:2026-08 | 来源:北极星光伏网
[光储一体] 内蒙光伏电站 | 内蒙古呼和浩特市 | 10MW/3.4MWh | 阳光电源 | 在建 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 内蒙光伏发电项目 | 内蒙古呼和浩特市 | 100MW | 国家电投集团 | 已建成 | 投运:2026-02 | 来源:国家能源局
[集中式光伏] 内蒙太阳能能源基地 | 内蒙古呼和浩特市 | 50MW | 国家电投集团 | 规划中 | 投运:2026-04 | 来源:国家能源局
[集中式光伏] 内蒙光伏能源基地 | 内蒙古呼和浩特市 | 50MW | 阳光电源 | 已建成 | 投运:2026-03 | 来源:北极星光伏网
[集中式光伏] 内蒙太阳能电站 | 内蒙古呼和浩特市 | 100MW | 华润电力 | 已建成 | 投运:2026-01 | 来源:国家能源局
[集中式光伏] 内蒙太阳能能源基地 | 内蒙古呼和浩特市 | 30MW | 大唐集团 | 规划中 | 投运:2026-01 | 来源:北极星光伏网
[集中式光伏] 内蒙光伏能源基地 | 内蒙古呼和浩特市 | 200MW | 华润电力 | 规划中 | 投运:2026-01 | 来源:北极星光伏网
[光储一体] 内蒙光伏能源基地 | 内蒙古呼和浩特市 | 200MW/63.8MWh | 通威集团 | 在建 | 投运:2026-11 | 来源:国家能源局
[分布式光伏] 内蒙新能源电站 | 内蒙古呼和浩特市 | 200MW | 中广核集团 | 在建 | 投运:2026-04 | 来源:国家能源局
[分布式光伏] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 200MW | 国家电投集团 | 已建成 | 投运:2026-10 | 来源:国家能源局
[集中式光伏] 内蒙新能源电站 | 内蒙古呼和浩特市 | 30MW | 大唐集团 | 已建成 | 投运:2026-02 | 来源:国家能源局
[光储一体] 内蒙光伏能源基地 | 内蒙古呼和浩特市 | 100MW/39.5MWh | 协鑫集团 | 规划中 | 投运:2026-02 | 来源:北极星光伏网
[分布式光伏] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 50MW | 大唐集团 | 在建 | 投运:2026-06 | 来源:北极星光伏网
[光储一体] 内蒙光伏发电项目 | 内蒙古呼和浩特市 | 30MW/11.0MWh | 通威集团 | 已建成 | 投运:2026-05 | 来源:国家能源局
[集中式光伏] 内蒙光伏发电项目 | 内蒙古呼和浩特市 | 150MW | 晶科能源 | 已建成 | 投运:2026-10 | 来源:北极星光伏网
[光储一体] 内蒙新能源发电项目 | 内蒙古呼和浩特市 | 100MW/18.3MWh | 协鑫集团 | 在建 | 投运:2026-02 | 来源:国家能源局
[集中式光伏] 内蒙光伏发电项目 | 内蒙古呼和浩特市 | 30MW | 中国电建 | 已建成 | 投运:2026-08 | 来源:北极星光伏网
[集中式光伏] 内蒙太阳能电站 | 内蒙古呼和浩特市 | 10MW | 华润电力 | 已建成 | 投运:2026-05 | 来源:国家能源局
[分布式光伏] 内蒙新能源能源基地 | 内蒙古呼和浩特市 | 200MW | 协鑫集团 | 已建成 | 投运:2026-05 | 来源:国家能源局
[分布式光伏] 内蒙光伏电站 | 内蒙古呼和浩特市 | 100MW | 国家电投集团 | 规划中 | 投运:2026-05 | 来源:北极星光伏网
[分布式光伏] 内蒙新能源能源基地 | 内蒙古呼和浩特市 | 30MW | 阳光电源 | 在建 | 投运:2026-02 | 来源:国家能源局
[光储一体] 内蒙光伏电站 | 内蒙古呼和浩特市 | 150MW/50.5MWh | 华润电力 | 规划中 | 投运:2026-09 | 来源:北极星光伏网
[光储一体] 辽宁太阳能电站 | 辽宁沈阳市 | 20MW/6.5MWh | 华电集团 | 已建成 | 投运:2026-05 | 来源:北极星光伏网
[光储一体] 辽宁光伏电站 | 辽宁沈阳市 | 10MW/2.2MWh | 大唐集团 | 在建 | 投运:2026-12 | 来源:国家能源局
[光储一体] 辽宁光伏电站 | 辽宁沈阳市 | 200MW/61.5MWh | 华润电力 | 在建 | 投运:2026-05 | 来源:北极星光伏网
[集中式光伏] 辽宁太阳能能源基地 | 辽宁沈阳市 | 20MW | 通威集团 | 在建 | 投运:2026-04 | 来源:国家能源局
[分布式光伏] 辽宁新能源能源基地 | 辽宁沈阳市 | 150MW | 中广核集团 | 在建 | 投运:2026-04 | 来源:北极星光伏网
[集中式光伏] 辽宁新能源发电项目 | 辽宁沈阳市 | 150MW | 华润电力 | 规划中 | 投运:2026-08 | 来源:国家能源局
[分布式光伏] 辽宁光伏能源基地 | 辽宁沈阳市 | 10MW | 三峡集团 | 已建成 | 投运:2026-08 | 来源:北极星光伏网
[光储一体] 辽宁新能源能源基地 | 辽宁沈阳市 | 20MW/7.3MWh | 隆基绿能 | 规划中 | 投运:2026-03 | 来源:北极星光伏网
[集中式光伏] 辽宁新能源发电项目 | 辽宁沈阳市 | 20MW | 阳光电源 | 已建成 | 投运:2026-10 | 来源:国家能源局
[分布式光伏] 辽宁太阳能发电项目 | 辽宁沈阳市 | 200MW | 三峡集团 | 在建 | 投运:2026-11 | 来源:北极星光伏网
[集中式光伏] 辽宁太阳能发电项目 | 辽宁沈阳市 | 30MW | 中广核集团 | 在建 | 投运:2026-09 | 来源:北极星光伏网
[光储一体] 辽宁太阳能电站 | 辽宁沈阳市 | 20MW/7.5MWh | 隆基绿能 | 规划中 | 投运:2026-05 | 来源:北极星光伏网
[光储一体] 辽宁光伏电站 | 辽宁沈阳市 | 30MW/6.3MWh | 通威集团 | 在建 | 投运:2026-05 | 来源:北极星光伏网
[分布式光伏] 辽宁新能源发电项目 | 辽宁沈阳市 | 30MW | 国家电投集团 | 规划中 | 投运:2026-04 | 来源:国家能源局
[光储一体] 辽宁光伏能源基地 | 辽宁沈阳市 | 30MW/7.7MWh | 协鑫集团 | 规划中 | 投运:2026-07 | 来源:国家能源局
[集中式光伏] 辽宁太阳能电站 | 辽宁沈阳市 | 100MW | 国家能源集团 | 在建 | 投运:2026-11 | 来源:北极星光伏网
[光储一体] 辽宁太阳能能源基地 | 辽宁沈阳市 | 100MW/28.9MWh | 华能集团 | 在建 | 投运:2026-06 | 来源:北极星光伏网
[光储一体] 辽宁光伏发电项目 | 辽宁沈阳市 | 100MW/27.8MWh | 三峡集团 | 已建成 | 投运:2026-05 | 来源:国家能源局
[分布式光伏] 辽宁光伏电站 | 辽宁沈阳市 | 200MW | 通威集团 | 规划中 | 投运:2026-06 | 来源:国家能源局
[光储一体] 辽宁太阳能发电项目 | 辽宁沈阳市 | 100MW/35.3MWh | 国家电投集团 | 规划中 | 投运:2026-08 | 来源:国家能源局
[分布式光伏] 辽宁新能源发电项目 | 辽宁沈阳市 | 30MW | 中国电建 | 在建 | 投运:2026-01 | 来源:北极星光伏网
[分布式光伏] 辽宁光伏电站 | 辽宁沈阳市 | 200MW | 华电集团 | 在建 | 投运:2026-09 | 来源:北极星光伏网
[光储一体] 辽宁新能源电站 | 辽宁沈阳市 | 50MW/11.4MWh | 晶科能源 | 规划中 | 投运:2026-12 | 来源:北极星光伏网
[分布式光伏] 辽宁光伏电站 | 辽宁沈阳市 | 20MW | 阳光电源 | 规划中 | 投运:2026-06 | 来源:北极星光伏网
[集中式光伏] 辽宁光伏电站 | 辽宁沈阳市 | 20MW | 中国电建 | 已建成 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 辽宁光伏发电项目 | 辽宁沈阳市 | 10MW | 天合光能 | 规划中 | 投运:2026-09 | 来源:北极星光伏网
[集中式光伏] 辽宁太阳能发电项目 | 辽宁沈阳市 | 100MW | 三峡集团 | 在建 | 投运:2026-11 | 来源:北极星光伏网
[分布式光伏] 辽宁光伏发电项目 | 辽宁沈阳市 | 100MW | 隆基绿能 | 规划中 | 投运:2026-08 | 来源:国家能源局
[集中式光伏] 吉林光伏电站 | 吉林长春市 | 100MW | 大唐集团 | 已建成 | 投运:2026-08 | 来源:国家能源局
[光储一体] 吉林光伏发电项目 | 吉林长春市 | 100MW/26.7MWh | 华润电力 | 已建成 | 投运:2026-04 | 来源:国家能源局
[光储一体] 吉林太阳能电站 | 吉林长春市 | 20MW/7.8MWh | 通威集团 | 在建 | 投运:2026-07 | 来源:北极星光伏网
[光储一体] 吉林光伏能源基地 | 吉林长春市 | 20MW/6.1MWh | 阳光电源 | 在建 | 投运:2026-12 | 来源:北极星光伏网
[光储一体] 吉林新能源能源基地 | 吉林长春市 | 50MW/14.2MWh | 中国电建 | 已建成 | 投运:2026-01 | 来源:国家能源局
[集中式光伏] 吉林太阳能能源基地 | 吉林长春市 | 200MW | 隆基绿能 | 已建成 | 投运:2026-06 | 来源:国家能源局
[集中式光伏] 吉林光伏发电项目 | 吉林长春市 | 100MW | 华能集团 | 已建成 | 投运:2026-01 | 来源:国家能源局
[集中式光伏] 吉林光伏发电项目 | 吉林长春市 | 20MW | 国家能源集团 | 规划中 | 投运:2026-08 | 来源:北极星光伏网
[分布式光伏] 吉林太阳能发电项目 | 吉林长春市 | 30MW | 国家能源集团 | 已建成 | 投运:2026-12 | 来源:北极星光伏网
[分布式光伏] 吉林太阳能发电项目 | 吉林长春市 | 50MW | 华润电力 | 已建成 | 投运:2026-10 | 来源:国家能源局
[光储一体] 吉林光伏电站 | 吉林长春市 | 50MW/10.7MWh | 三峡集团 | 在建 | 投运:2026-10 | 来源:北极星光伏网
